Root word,Word,Phonetic,Type,Vietnamese meaning
FARMING,Farming,/ˈfɑːrmɪŋ/,n,Nông nghiệp
FASHION DESIGNER,Fashion designer,/ˈfæʃn dɪˌzaɪnər/,np,Nhà thiết kế thời trang
FATTEN,Fattening,/ˈfætnɪŋ/,a,Vỗ béo; gây béo
FAUNA,Fauna,/ˈfɔːnə/,n,Hệ động vật (của một vùng)
FERTILIZER,Fertilizer,/ˈfɜːrtəlaɪzər/,n,Phân bón
FESTIVAL,Festival,/ˈfestɪvl/,n,Lễ hội; ngày hội
FIREFIGHTER,Firefighter,/ˈfaɪərfaɪtər/,n,Lính cứu hỏa
FIXED,Fixed,/fɪkst/,a,Cố định
FIXED ITINERARY,Fixed itinerary,/fɪkst aɪˈtɪnəreri/,np,Lộ trình cố định
FLOATING MARKET,Floating market,/ˌfləʊtɪŋ ˈmɑːrkɪt/,np,Chợ nổi
FLORA,Flora,/ˈflɔːrə/,n,Hệ thực vật (của một vùng)
FLUENT,Fluent,/ˈfluːənt/,a,Trôi chảy; lưu loát
FLUENT,Fluency,/ˈfluːənsi/,n,Sự lưu loát
FLUENT,Fluently,/ˈfluːəntli/,adv,Một cách thành thạo; một cách trôi chảy
FOOD CHAIN,Food chain,/ˈfuːd tʃeɪn/,np,Chuỗi thức ăn
FOOD TOURISM,Food tourism,/fuːd ˈtʊərɪzəm/,np,Du lịch ẩm thực
FORMAL TRAINING,Formal training,/ˈfɔːrml ˈtreɪnɪŋ/,np,Đào tạo chính quy
FOUND,Found,/faʊnd/,v,Thành lập
FRAGRANCE,Fragrance,/ˈfreɪɡrəns/,n,Hương thơm
FREEDOM,Freedom,/ˈfriːdəm/,n,Sự tự do
FREEDOM,Free,/friː/,a,Tự do
